Model,MSO44B
Channel,CH1,,Channel,CH3,,Channel,MATH1
Label,,,Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Digital Type,None,,Digital Type,None,,Digital Type,None
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10
Record Length,125000,,Record Length,125000,,Record Length,125000
Zero Index,28749.50000000,,Zero Index,28749.50000000,,Zero Index,28749.50000000
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,
yOffset,0.000000,,yOffset,0.000000,,,
yPosition,-2.460000,,yPosition,-2.680000,,,

Labels,,,,Labels,
TIME,CH1,CH3,,TIME,MATH1
2.24624000e-06,1.84265625e+00,1.23867188e+01,,2.24624000e-06,9.63281274e-01
2.24656000e-06,1.84179688e+00,1.24281250e+01,,2.24656000e-06,9.82031226e-01
2.24688000e-06,1.83875000e+00,1.24382813e+01,,2.24688000e-06,9.89843726e-01
2.24720000e-06,1.83671875e+00,1.24164062e+01,,2.24720000e-06,9.85156238e-01
2.24752000e-06,1.83664063e+00,1.23984375e+01,,2.24752000e-06,9.64843750e-01
2.24784000e-06,1.83546875e+00,1.24046875e+01,,2.24784000e-06,9.80468750e-01
2.24816000e-06,1.83375000e+00,1.24218750e+01,,2.24816000e-06,1.04296875e+00
2.24848000e-06,1.83429688e+00,1.24265625e+01,,2.24848000e-06,1.08359373e+00
2.24880000e-06,1.83507812e+00,1.24203125e+01,,2.24880000e-06,1.06093752e+00
2.24912000e-06,1.83375000e+00,1.24218750e+01,,2.24912000e-06,9.93749976e-01
2.24944000e-06,1.83257812e+00,1.24406250e+01,,2.24944000e-06,9.26562488e-01
2.24976000e-06,1.83320313e+00,1.24703125e+01,,2.24976000e-06,9.08593774e-01
2.25008000e-06,1.83359375e+00,1.24906250e+01,,2.25008000e-06,9.37500000e-01
2.25040000e-06,1.83382813e+00,1.24796875e+01,,2.25040000e-06,9.71875012e-01
2.25072000e-06,1.83507812e+00,1.24468750e+01,,2.25072000e-06,9.95312512e-01
2.25104000e-06,1.83593750e+00,1.24226563e+01,,2.25104000e-06,1.01406252e+00
2.25136000e-06,1.83656250e+00,1.24156250e+01,,2.25136000e-06,1.01562500e+00
2.25168000e-06,1.83726563e+00,1.24234375e+01,,2.25168000e-06,1.00312495e+00
2.25200000e-06,1.83679688e+00,1.24390625e+01,,2.25200000e-06,9.96093750e-01
2.25232000e-06,1.83632813e+00,1.24546875e+01,,2.25232000e-06,9.84375000e-01
2.25264000e-06,1.83718750e+00,1.24664063e+01,,2.25264000e-06,9.47656274e-01
2.25296000e-06,1.83789062e+00,1.24679688e+01,,2.25296000e-06,9.17968750e-01
2.25328000e-06,1.83757812e+00,1.24648438e+01,,2.25328000e-06,9.42187488e-01
2.25360000e-06,1.83593750e+00,1.24828125e+01,,2.25360000e-06,1.00468755e+00
2.25392000e-06,1.83320313e+00,1.25203125e+01,,2.25392000e-06,1.04531252e+00
2.25424000e-06,1.83187500e+00,1.25539063e+01,,2.25424000e-06,1.03359377e+00
2.25456000e-06,1.83398438e+00,1.25820312e+01,,2.25456000e-06,1.00156248e+00
2.25488000e-06,1.83773438e+00,1.25960937e+01,,2.25488000e-06,9.99218762e-01
2.25520000e-06,1.84007813e+00,1.25718750e+01,,2.25520000e-06,1.01796877e+00
2.25552000e-06,1.84085937e+00,1.25195312e+01,,2.25552000e-06,1.01718748e+00
2.25584000e-06,1.84109375e+00,1.24945312e+01,,2.25584000e-06,9.90625024e-01
2.25616000e-06,1.84015625e+00,1.25187500e+01,,2.25616000e-06,9.67187524e-01
2.25648000e-06,1.83921875e+00,1.25460938e+01,,2.25648000e-06,9.72656250e-01
2.25680000e-06,1.84101563e+00,1.25546875e+01,,2.25680000e-06,9.90625024e-01
2.25712000e-06,1.84429687e+00,1.25609375e+01,,2.25712000e-06,9.72656250e-01
2.25744000e-06,1.84453125e+00,1.25632813e+01,,2.25744000e-06,9.07031238e-01
2.25776000e-06,1.84101563e+00,1.25664062e+01,,2.25776000e-06,8.57031226e-01
2.25808000e-06,1.83718750e+00,1.25640625e+01,,2.25808000e-06,8.90625000e-01
2.25840000e-06,1.83554687e+00,1.25507812e+01,,2.25840000e-06,9.70312476e-01
2.25872000e-06,1.83718750e+00,1.25375000e+01,,2.25872000e-06,1.02265620e+00
2.25904000e-06,1.84101563e+00,1.25242188e+01,,2.25904000e-06,1.02890623e+00
2.25936000e-06,1.84351562e+00,1.25140625e+01,,2.25936000e-06,9.82812524e-01
2.25968000e-06,1.84242187e+00,1.25289063e+01,,2.25968000e-06,8.96093726e-01
2.26000000e-06,1.83968750e+00,1.25687500e+01,,2.26000000e-06,8.30468774e-01
2.26032000e-06,1.83757812e+00,1.25953125e+01,,2.26032000e-06,8.37499976e-01
2.26064000e-06,1.83492188e+00,1.25851563e+01,,2.26064000e-06,8.92968774e-01
2.26096000e-06,1.83078125e+00,1.25601563e+01,,2.26096000e-06,9.39843774e-01
2.26128000e-06,1.82906250e+00,1.25468750e+01,,2.26128000e-06,9.53125000e-01
2.26160000e-06,1.83234375e+00,1.25437500e+01,,2.26160000e-06,9.25781250e-01
2.26192000e-06,1.83695312e+00,1.25468750e+01,,2.26192000e-06,8.89843762e-01
2.26224000e-06,1.83820313e+00,1.25617188e+01,,2.26224000e-06,8.95312488e-01
2.26256000e-06,1.83703125e+00,1.25960937e+01,,2.26256000e-06,9.03124988e-01
2.26288000e-06,1.83648437e+00,1.26304688e+01,,2.26288000e-06,8.90625000e-01
2.26320000e-06,1.83625000e+00,1.26273437e+01,,2.26320000e-06,9.13281262e-01
2.26352000e-06,1.83625000e+00,1.26085938e+01,,2.26352000e-06,9.60937500e-01
2.26384000e-06,1.83656250e+00,1.26187500e+01,,2.26384000e-06,9.85156238e-01
2.26416000e-06,1.83546875e+00,1.26507812e+01,,2.26416000e-06,9.75000024e-01
2.26448000e-06,1.83460937e+00,1.26914062e+01,,2.26448000e-06,9.37500000e-01
2.26480000e-06,1.83640625e+00,1.27210937e+01,,2.26480000e-06,9.28906262e-01
2.26512000e-06,1.83843750e+00,1.27109375e+01,,2.26512000e-06,9.63281274e-01
2.26544000e-06,1.83867187e+00,1.26718750e+01,,2.26544000e-06,9.82812524e-01
2.26576000e-06,1.83820313e+00,1.26304688e+01,,2.26576000e-06,1.00312495e+00
2.26608000e-06,1.83750000e+00,1.26109375e+01,,2.26608000e-06,1.04218745e+00
2.26640000e-06,1.83726563e+00,1.26281250e+01,,2.26640000e-06,1.04921877e+00
2.26672000e-06,1.83804687e+00,1.26609375e+01,,2.26672000e-06,1.02812505e+00
2.26704000e-06,1.83890625e+00,1.26734375e+01,,2.26704000e-06,1.00468755e+00
2.26736000e-06,1.83828125e+00,1.26695313e+01,,2.26736000e-06,9.71093774e-01
2.26768000e-06,1.83609375e+00,1.26804688e+01,,2.26768000e-06,9.32031274e-01
2.26800000e-06,1.83460937e+00,1.26968750e+01,,2.26800000e-06,9.09375012e-01
2.26832000e-06,1.83476562e+00,1.26679688e+01,,2.26832000e-06,9.18749988e-01
2.26864000e-06,1.83539063e+00,1.26109375e+01,,2.26864000e-06,9.54687476e-01
2.26896000e-06,1.83562500e+00,1.26085938e+01,,2.26896000e-06,9.80468750e-01
2.26928000e-06,1.83484375e+00,1.26671875e+01,,2.26928000e-06,9.65624988e-01
2.26960000e-06,1.83523437e+00,1.27210937e+01,,2.26960000e-06,9.24218774e-01
2.26992000e-06,1.83828125e+00,1.27382812e+01,,2.26992000e-06,9.11718726e-01
2.27024000e-06,1.84039062e+00,1.27414063e+01,,2.27024000e-06,9.39062476e-01
2.27056000e-06,1.83945312e+00,1.27500000e+01,,2.27056000e-06,9.70312476e-01
2.27088000e-06,1.83703125e+00,1.27492188e+01,,2.27088000e-06,9.82031226e-01
2.27120000e-06,1.83515625e+00,1.27234375e+01,,2.27120000e-06,9.72656250e-01
2.27152000e-06,1.83523437e+00,1.27031250e+01,,2.27152000e-06,9.50781226e-01
2.27184000e-06,1.83648437e+00,1.27203125e+01,,2.27184000e-06,9.35156226e-01
2.27216000e-06,1.83578125e+00,1.27601562e+01,,2.27216000e-06,9.44531262e-01
2.27248000e-06,1.83359375e+00,1.27835937e+01,,2.27248000e-06,9.66406226e-01
2.27280000e-06,1.83335938e+00,1.27750000e+01,,2.27280000e-06,9.85156238e-01
2.27312000e-06,1.83515625e+00,1.27453125e+01,,2.27312000e-06,1.00234377e+00
2.27344000e-06,1.83609375e+00,1.27156250e+01,,2.27344000e-06,1.01328123e+00
2.27376000e-06,1.83585938e+00,1.27062500e+01,,2.27376000e-06,1.01874995e+00
2.27408000e-06,1.83617188e+00,1.27226562e+01,,2.27408000e-06,1.03593755e+00
2.27440000e-06,1.83750000e+00,1.27445312e+01,,2.27440000e-06,1.03437495e+00
2.27472000e-06,1.83843750e+00,1.27562500e+01,,2.27472000e-06,9.82031226e-01
2.27504000e-06,1.83789062e+00,1.27640625e+01,,2.27504000e-06,9.36718762e-01
2.27536000e-06,1.83734375e+00,1.27789063e+01,,2.27536000e-06,9.37500000e-01
2.27568000e-06,1.83734375e+00,1.27843750e+01,,2.27568000e-06,9.32031274e-01
2.27600000e-06,1.83609375e+00,1.27664063e+01,,2.27600000e-06,9.02343750e-01
2.27632000e-06,1.83398438e+00,1.27531250e+01,,2.27632000e-06,8.96875024e-01
2.27664000e-06,1.83226563e+00,1.27718750e+01,,2.27664000e-06,9.16406274e-01
2.27696000e-06,1.83179687e+00,1.27968750e+01,,2.27696000e-06,9.21875000e-01
2.27728000e-06,1.83195313e+00,1.28015625e+01,,2.27728000e-06,9.10156250e-01
2.27760000e-06,1.83156250e+00,1.28007812e+01,,2.27760000e-06,9.12500024e-01
2.27792000e-06,1.83140625e+00,1.28132813e+01,,2.27792000e-06,9.32812512e-01
2.27824000e-06,1.83179687e+00,1.28257813e+01,,2.27824000e-06,9.38281238e-01
2.27856000e-06,1.83148438e+00,1.28281250e+01,,2.27856000e-06,9.38281238e-01
2.27888000e-06,1.83085937e+00,1.28281250e+01,,2.27888000e-06,9.60937500e-01
2.27920000e-06,1.83179687e+00,1.28328125e+01,,2.27920000e-06,9.88281250e-01
2.27952000e-06,1.83335938e+00,1.28351563e+01,,2.27952000e-06,9.87500012e-01
2.27984000e-06,1.83351562e+00,1.28265625e+01,,2.27984000e-06,9.62499976e-01
2.28016000e-06,1.83453125e+00,1.28242188e+01,,2.28016000e-06,9.42187488e-01
2.28048000e-06,1.83695312e+00,1.28453125e+01,,2.28048000e-06,9.25000012e-01
2.28080000e-06,1.83742187e+00,1.28593750e+01,,2.28080000e-06,9.13281262e-01
2.28112000e-06,1.83625000e+00,1.28500000e+01,,2.28112000e-06,9.18749988e-01
2.28144000e-06,1.83632813e+00,1.28437500e+01,,2.28144000e-06,9.31249976e-01
2.28176000e-06,1.83664063e+00,1.28539062e+01,,2.28176000e-06,9.35937524e-01
2.28208000e-06,1.83546875e+00,1.28640625e+01,,2.28208000e-06,9.39062476e-01
2.28240000e-06,1.83414062e+00,1.28648438e+01,,2.28240000e-06,9.49999988e-01
2.28272000e-06,1.83398438e+00,1.28757813e+01,,2.28272000e-06,9.57812488e-01
2.28304000e-06,1.83476562e+00,1.29031250e+01,,2.28304000e-06,9.43750024e-01
2.28336000e-06,1.83593750e+00,1.29062500e+01,,2.28336000e-06,9.37500000e-01
2.28368000e-06,1.83585938e+00,1.28664063e+01,,2.28368000e-06,9.84375000e-01
2.28400000e-06,1.83289063e+00,1.28343750e+01,,2.28400000e-06,1.05078125e+00
2.28432000e-06,1.83046875e+00,1.28546875e+01,,2.28432000e-06,1.06250000e+00
2.28464000e-06,1.83234375e+00,1.28960938e+01,,2.28464000e-06,1.00234377e+00
2.28496000e-06,1.83546875e+00,1.29296875e+01,,2.28496000e-06,9.28906262e-01
2.28528000e-06,1.83687500e+00,1.29625000e+01,,2.28528000e-06,9.21093762e-01
2.28560000e-06,1.83796875e+00,1.29718750e+01,,2.28560000e-06,9.65624988e-01
2.28592000e-06,1.83828125e+00,1.29523438e+01,,2.28592000e-06,9.89062488e-01
2.28624000e-06,1.83664063e+00,1.29328125e+01,,2.28624000e-06,9.76562500e-01
2.28656000e-06,1.83476562e+00,1.29109375e+01,,2.28656000e-06,9.53125000e-01
2.28688000e-06,1.83445313e+00,1.28890625e+01,,2.28688000e-06,9.36718762e-01
2.28720000e-06,1.83593750e+00,1.29039063e+01,,2.28720000e-06,9.49218750e-01
2.28752000e-06,1.83773438e+00,1.29429688e+01,,2.28752000e-06,9.64062512e-01
2.28784000e-06,1.83906250e+00,1.29500000e+01,,2.28784000e-06,9.57031250e-01
2.28816000e-06,1.83937500e+00,1.29281250e+01,,2.28816000e-06,9.58593726e-01
2.28848000e-06,1.83679688e+00,1.29093750e+01,,2.28848000e-06,9.87500012e-01
2.28880000e-06,1.83296875e+00,1.29031250e+01,,2.28880000e-06,1.02499998e+00
2.28912000e-06,1.83164062e+00,1.29195313e+01,,2.28912000e-06,1.04453123e+00
2.28944000e-06,1.83273438e+00,1.29570312e+01,,2.28944000e-06,1.04218745e+00
2.28976000e-06,1.83531250e+00,1.29859375e+01,,2.28976000e-06,1.02031255e+00
2.29008000e-06,1.83757812e+00,1.29968750e+01,,2.29008000e-06,9.81249988e-01
2.29040000e-06,1.83718750e+00,1.29914063e+01,,2.29040000e-06,9.52343762e-01
2.29072000e-06,1.83734375e+00,1.29773438e+01,,2.29072000e-06,9.45312500e-01
2.29104000e-06,1.84023438e+00,1.29656250e+01,,2.29104000e-06,9.46093738e-01
2.29136000e-06,1.84171875e+00,1.29593750e+01,,2.29136000e-06,9.47656274e-01
2.29168000e-06,1.84031250e+00,1.29703125e+01,,2.29168000e-06,9.53125000e-01
2.29200000e-06,1.83906250e+00,1.29953125e+01,,2.29200000e-06,9.54687476e-01
2.29232000e-06,1.83906250e+00,1.30101562e+01,,2.29232000e-06,9.55468774e-01
2.29264000e-06,1.83968750e+00,1.30125000e+01,,2.29264000e-06,9.61718738e-01
2.29296000e-06,1.84078125e+00,1.30242188e+01,,2.29296000e-06,9.51562524e-01
2.29328000e-06,1.84023438e+00,1.30367188e+01,,2.29328000e-06,9.21875000e-01
2.29360000e-06,1.83757812e+00,1.30304688e+01,,2.29360000e-06,9.05468762e-01
2.29392000e-06,1.83515625e+00,1.30132813e+01,,2.29392000e-06,9.13281262e-01
2.29424000e-06,1.83351562e+00,1.30039062e+01,,2.29424000e-06,9.28125024e-01
2.29456000e-06,1.83398438e+00,1.30101562e+01,,2.29456000e-06,9.47656274e-01
2.29488000e-06,1.83710938e+00,1.30289063e+01,,2.29488000e-06,9.72656250e-01
2.29520000e-06,1.84031250e+00,1.30460938e+01,,2.29520000e-06,9.77343738e-01
2.29552000e-06,1.84242187e+00,1.30484375e+01,,2.29552000e-06,9.60156262e-01
2.29584000e-06,1.84367188e+00,1.30601563e+01,,2.29584000e-06,9.30468738e-01
2.29616000e-06,1.84429687e+00,1.30898438e+01,,2.29616000e-06,9.10156250e-01
2.29648000e-06,1.84468750e+00,1.30984375e+01,,2.29648000e-06,9.27343726e-01
2.29680000e-06,1.84429687e+00,1.30726562e+01,,2.29680000e-06,9.61718738e-01
2.29712000e-06,1.84429687e+00,1.30437500e+01,,2.29712000e-06,9.77343738e-01
2.29744000e-06,1.84468750e+00,1.30375000e+01,,2.29744000e-06,9.72656250e-01
2.29776000e-06,1.84312500e+00,1.30468750e+01,,2.29776000e-06,9.47656274e-01
2.29808000e-06,1.84109375e+00,1.30554688e+01,,2.29808000e-06,9.33593750e-01
2.29840000e-06,1.84101563e+00,1.30562500e+01,,2.29840000e-06,9.68750000e-01
2.29872000e-06,1.84070313e+00,1.30484375e+01,,2.29872000e-06,1.02031255e+00
2.29904000e-06,1.83890625e+00,1.30429688e+01,,2.29904000e-06,1.03046870e+00
2.29936000e-06,1.83695312e+00,1.30570312e+01,,2.29936000e-06,1.01171875e+00
2.29968000e-06,1.83632813e+00,1.30867188e+01,,2.29968000e-06,1.00625002e+00
2.30000000e-06,1.83781250e+00,1.31070313e+01,,2.30000000e-06,1.00625002e+00
2.30032000e-06,1.84070313e+00,1.30968750e+01,,2.30032000e-06,9.95312512e-01
2.30064000e-06,1.84343750e+00,1.30734375e+01,,2.30064000e-06,9.87500012e-01
2.30096000e-06,1.84523437e+00,1.30757813e+01,,2.30096000e-06,9.89062488e-01
2.30128000e-06,1.84523437e+00,1.30875000e+01,,2.30128000e-06,9.86718774e-01
2.30160000e-06,1.84250000e+00,1.30750000e+01,,2.30160000e-06,9.88281250e-01
2.30192000e-06,1.83992187e+00,1.30570312e+01,,2.30192000e-06,1.01250005e+00
2.30224000e-06,1.84125000e+00,1.30570312e+01,,2.30224000e-06,1.04687500e+00
2.30256000e-06,1.84421875e+00,1.30757813e+01,,2.30256000e-06,1.05390620e+00
2.30288000e-06,1.84453125e+00,1.31187500e+01,,2.30288000e-06,1.02812505e+00
2.30320000e-06,1.84367188e+00,1.31640625e+01,,2.30320000e-06,9.95312512e-01
2.30352000e-06,1.84476562e+00,1.31742187e+01,,2.30352000e-06,9.66406226e-01
2.30384000e-06,1.84593750e+00,1.31500000e+01,,2.30384000e-06,9.58593726e-01
2.30416000e-06,1.84468750e+00,1.31273437e+01,,2.30416000e-06,9.67968762e-01
2.30448000e-06,1.84281250e+00,1.31351562e+01,,2.30448000e-06,9.67187524e-01
2.30480000e-06,1.84296875e+00,1.31609375e+01,,2.30480000e-06,9.69531238e-01
2.30512000e-06,1.84406250e+00,1.31773438e+01,,2.30512000e-06,9.73437488e-01
2.30544000e-06,1.84437500e+00,1.31937500e+01,,2.30544000e-06,9.54687476e-01
2.30576000e-06,1.84539062e+00,1.32085938e+01,,2.30576000e-06,9.35156226e-01
2.30608000e-06,1.84757813e+00,1.31968750e+01,,2.30608000e-06,9.35156226e-01
2.30640000e-06,1.84742187e+00,1.31656250e+01,,2.30640000e-06,9.60937500e-01
2.30672000e-06,1.84437500e+00,1.31406250e+01,,2.30672000e-06,9.96874988e-01
2.30704000e-06,1.84195312e+00,1.31289062e+01,,2.30704000e-06,1.00468755e+00
2.30736000e-06,1.84187500e+00,1.31351562e+01,,2.30736000e-06,9.93749976e-01
2.30768000e-06,1.84351562e+00,1.31585937e+01,,2.30768000e-06,9.79687512e-01
2.30800000e-06,1.84507813e+00,1.31960938e+01,,2.30800000e-06,9.60156262e-01
2.30832000e-06,1.84492188e+00,1.32273438e+01,,2.30832000e-06,9.49218750e-01
2.30864000e-06,1.84382812e+00,1.32242188e+01,,2.30864000e-06,9.42187488e-01
2.30896000e-06,1.84390625e+00,1.32007813e+01,,2.30896000e-06,9.27343726e-01
2.30928000e-06,1.84414063e+00,1.31867188e+01,,2.30928000e-06,9.24218774e-01
2.30960000e-06,1.84335937e+00,1.31960938e+01,,2.30960000e-06,9.41406250e-01
2.30992000e-06,1.84335937e+00,1.32250000e+01,,2.30992000e-06,9.74218726e-01
2.31024000e-06,1.84515625e+00,1.32414063e+01,,2.31024000e-06,9.91406262e-01
2.31056000e-06,1.84781250e+00,1.32304688e+01,,2.31056000e-06,9.62499976e-01
2.31088000e-06,1.84820312e+00,1.32226562e+01,,2.31088000e-06,9.26562488e-01
2.31120000e-06,1.84460938e+00,1.32265625e+01,,2.31120000e-06,9.18749988e-01
2.31152000e-06,1.84226563e+00,1.32281250e+01,,2.31152000e-06,9.42187488e-01
2.31184000e-06,1.84484375e+00,1.32320313e+01,,2.31184000e-06,9.95312512e-01
2.31216000e-06,1.84773437e+00,1.32242188e+01,,2.31216000e-06,1.04453123e+00
2.31248000e-06,1.84773437e+00,1.31968750e+01,,2.31248000e-06,1.06093752e+00
2.31280000e-06,1.84796875e+00,1.32007813e+01,,2.31280000e-06,1.06015623e+00
2.31312000e-06,1.84835938e+00,1.32453125e+01,,2.31312000e-06,1.04999995e+00
2.31344000e-06,1.84656250e+00,1.32671875e+01,,2.31344000e-06,1.02343750e+00
2.31376000e-06,1.84476562e+00,1.32468750e+01,,2.31376000e-06,9.96093750e-01
2.31408000e-06,1.84468750e+00,1.32312500e+01,,2.31408000e-06,9.90625024e-01
2.31440000e-06,1.84414063e+00,1.32328125e+01,,2.31440000e-06,1.00703120e+00
2.31472000e-06,1.84218750e+00,1.32257813e+01,,2.31472000e-06,1.02812505e+00
2.31504000e-06,1.84148437e+00,1.32101563e+01,,2.31504000e-06,1.03828120e+00
2.31536000e-06,1.84367188e+00,1.32187500e+01,,2.31536000e-06,1.02734375e+00
2.31568000e-06,1.84578125e+00,1.32546875e+01,,2.31568000e-06,9.97656226e-01
2.31600000e-06,1.84523437e+00,1.32843750e+01,,2.31600000e-06,9.73437488e-01
2.31632000e-06,1.84398438e+00,1.32828125e+01,,2.31632000e-06,9.70312476e-01
2.31664000e-06,1.84515625e+00,1.32640625e+01,,2.31664000e-06,9.91406262e-01
2.31696000e-06,1.84703125e+00,1.32546875e+01,,2.31696000e-06,1.02421880e+00
2.31728000e-06,1.84601563e+00,1.32585938e+01,,2.31728000e-06,1.02499998e+00
2.31760000e-06,1.84382812e+00,1.32578125e+01,,2.31760000e-06,9.84375000e-01
2.31792000e-06,1.84523437e+00,1.32554688e+01,,2.31792000e-06,9.53125000e-01
2.31824000e-06,1.84867187e+00,1.32734375e+01,,2.31824000e-06,9.47656274e-01
2.31856000e-06,1.84914062e+00,1.32937500e+01,,2.31856000e-06,9.39062476e-01
2.31888000e-06,1.84750000e+00,1.32796875e+01,,2.31888000e-06,9.21875000e-01
2.31920000e-06,1.84695312e+00,1.32585938e+01,,2.31920000e-06,9.14062500e-01
2.31952000e-06,1.84585937e+00,1.32750000e+01,,2.31952000e-06,9.38281238e-01
2.31984000e-06,1.84367188e+00,1.33148437e+01,,2.31984000e-06,9.85156238e-01
2.32016000e-06,1.84335937e+00,1.33289063e+01,,2.32016000e-06,1.00781250e+00
2.32048000e-06,1.84531250e+00,1.33078125e+01,,2.32048000e-06,9.97656226e-01
2.32080000e-06,1.84789063e+00,1.33078125e+01,,2.32080000e-06,9.72656250e-01
2.32112000e-06,1.84937500e+00,1.33492188e+01,,2.32112000e-06,9.52343762e-01
2.32144000e-06,1.84804688e+00,1.33835938e+01,,2.32144000e-06,9.57031250e-01
2.32176000e-06,1.84515625e+00,1.33843750e+01,,2.32176000e-06,9.69531238e-01
2.32208000e-06,1.84398438e+00,1.33648438e+01,,2.32208000e-06,9.74218726e-01
2.32240000e-06,1.84406250e+00,1.33421875e+01,,2.32240000e-06,9.90625024e-01
2.32272000e-06,1.84460938e+00,1.33335938e+01,,2.32272000e-06,1.01406252e+00
2.32304000e-06,1.84593750e+00,1.33453125e+01,,2.32304000e-06,1.01718748e+00
2.32336000e-06,1.84664063e+00,1.33593750e+01,,2.32336000e-06,9.95312512e-01
2.32368000e-06,1.84632812e+00,1.33453125e+01,,2.32368000e-06,9.61718738e-01
2.32400000e-06,1.84648437e+00,1.33242188e+01,,2.32400000e-06,9.24218774e-01
2.32432000e-06,1.84703125e+00,1.33304687e+01,,2.32432000e-06,8.88281226e-01
2.32464000e-06,1.84625000e+00,1.33437500e+01,,2.32464000e-06,8.91406238e-01
2.32496000e-06,1.84367188e+00,1.33453125e+01,,2.32496000e-06,9.45312500e-01
2.32528000e-06,1.84093750e+00,1.33585938e+01,,2.32528000e-06,1.00312495e+00
2.32560000e-06,1.83953125e+00,1.33882813e+01,,2.32560000e-06,1.00546873e+00
2.32592000e-06,1.83960937e+00,1.34156250e+01,,2.32592000e-06,9.37500000e-01
2.32624000e-06,1.84039062e+00,1.34335938e+01,,2.32624000e-06,8.60937476e-01
2.32656000e-06,1.83976563e+00,1.34296875e+01,,2.32656000e-06,8.40624988e-01
2.32688000e-06,1.83796875e+00,1.34140625e+01,,2.32688000e-06,8.63281250e-01
2.32720000e-06,1.83875000e+00,1.34195313e+01,,2.32720000e-06,9.10937488e-01
2.32752000e-06,1.84187500e+00,1.34312500e+01,,2.32752000e-06,9.61718738e-01
2.32784000e-06,1.84570312e+00,1.34343750e+01,,2.32784000e-06,9.73437488e-01
2.32816000e-06,1.84992188e+00,1.34601563e+01,,2.32816000e-06,9.67187524e-01
2.32848000e-06,1.85156250e+00,1.35062500e+01,,2.32848000e-06,9.68750000e-01
2.32880000e-06,1.84929687e+00,1.35328125e+01,,2.32880000e-06,9.67968762e-01
2.32912000e-06,1.84562500e+00,1.35179687e+01,,2.32912000e-06,9.64062512e-01
2.32944000e-06,1.84375000e+00,1.34812500e+01,,2.32944000e-06,9.65624988e-01
2.32976000e-06,1.84453125e+00,1.34554687e+01,,2.32976000e-06,9.82031226e-01
2.33008000e-06,1.84562500e+00,1.34484375e+01,,2.33008000e-06,1.01640630e+00
2.33040000e-06,1.84593750e+00,1.34609375e+01,,2.33040000e-06,1.02812505e+00
2.33072000e-06,1.84648437e+00,1.34765625e+01,,2.33072000e-06,9.92187500e-01
2.33104000e-06,1.84820312e+00,1.34781250e+01,,2.33104000e-06,9.42968726e-01
2.33136000e-06,1.85132812e+00,1.34796875e+01,,2.33136000e-06,9.18749988e-01
2.33168000e-06,1.85265625e+00,1.34828125e+01,,2.33168000e-06,9.31249976e-01
2.33200000e-06,1.84945313e+00,1.34765625e+01,,2.33200000e-06,9.64843750e-01
2.33232000e-06,1.84523437e+00,1.34734375e+01,,2.33232000e-06,9.96093750e-01
2.33264000e-06,1.84406250e+00,1.34828125e+01,,2.33264000e-06,1.02578127e+00
2.33296000e-06,1.84539062e+00,1.34929688e+01,,2.33296000e-06,1.03359377e+00
2.33328000e-06,1.84718750e+00,1.34929688e+01,,2.33328000e-06,1.00000000e+00
2.33360000e-06,1.84695312e+00,1.34921875e+01,,2.33360000e-06,9.60937500e-01
2.33392000e-06,1.84406250e+00,1.35054688e+01,,2.33392000e-06,9.45312500e-01
2.33424000e-06,1.84218750e+00,1.35312500e+01,,2.33424000e-06,9.49218750e-01
2.33456000e-06,1.84390625e+00,1.35531250e+01,,2.33456000e-06,9.67187524e-01
2.33488000e-06,1.84625000e+00,1.35617188e+01,,2.33488000e-06,9.91406262e-01
2.33520000e-06,1.84531250e+00,1.35554688e+01,,2.33520000e-06,1.01171875e+00
2.33552000e-06,1.84367188e+00,1.35554688e+01,,2.33552000e-06,1.03671873e+00
2.33584000e-06,1.84554688e+00,1.35671875e+01,,2.33584000e-06,1.04921877e+00
2.33616000e-06,1.84765625e+00,1.35679688e+01,,2.33616000e-06,1.03125000e+00
2.33648000e-06,1.84632812e+00,1.35546875e+01,,2.33648000e-06,1.00859380e+00
2.33680000e-06,1.84351562e+00,1.35476563e+01,,2.33680000e-06,9.92968738e-01
2.33712000e-06,1.84171875e+00,1.35585938e+01,,2.33712000e-06,9.92187500e-01
2.33744000e-06,1.84164063e+00,1.35648437e+01,,2.33744000e-06,1.01796877e+00
2.33776000e-06,1.84195312e+00,1.35421875e+01,,2.33776000e-06,1.02812505e+00
2.33808000e-06,1.84148437e+00,1.35101562e+01,,2.33808000e-06,1.01250005e+00
2.33840000e-06,1.84234375e+00,1.34960938e+01,,2.33840000e-06,1.00703120e+00
2.33872000e-06,1.84500000e+00,1.35070313e+01,,2.33872000e-06,1.01874995e+00
2.33904000e-06,1.84703125e+00,1.35437500e+01,,2.33904000e-06,1.03984380e+00
2.33936000e-06,1.84710938e+00,1.35968750e+01,,2.33936000e-06,1.03593755e+00
2.33968000e-06,1.84460938e+00,1.36390625e+01,,2.33968000e-06,9.82031226e-01
2.34000000e-06,1.84117188e+00,1.36507812e+01,,2.34000000e-06,9.37500000e-01
2.34032000e-06,1.84015625e+00,1.36312500e+01,,2.34032000e-06,9.38281238e-01
