Model,MSO44B
Channel,CH1,,Channel,CH3,,Channel,MATH1
Label,,,Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Digital Type,None,,Digital Type,None,,Digital Type,None
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10
Record Length,125000,,Record Length,125000,,Record Length,125000
Zero Index,28749.50000000,,Zero Index,28749.50000000,,Zero Index,28749.50000000
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,
yOffset,0.000000,,yOffset,0.000000,,,
yPosition,-2.460000,,yPosition,-2.680000,,,

Labels,,,,Labels,
TIME,CH1,CH3,,TIME,MATH1
1.92859200e-05,-2.37500000e-02,2.33593750e-01,,1.92859200e-05,1.40624996e-02
1.92862400e-05,-2.21875000e-02,2.38281250e-01,,1.92862400e-05,1.87500007e-02
1.92865600e-05,-2.27343750e-02,2.48437500e-01,,1.92865600e-05,1.09374998e-02
1.92868800e-05,-2.46093750e-02,2.35937500e-01,,1.92868800e-05,1.09374998e-02
1.92872000e-05,-2.62500000e-02,2.14062500e-01,,1.92872000e-05,2.81249993e-02
1.92875200e-05,-2.71875000e-02,2.00781250e-01,,1.92875200e-05,3.35937515e-02
1.92878400e-05,-2.71093750e-02,2.02343750e-01,,1.92878400e-05,1.01562496e-02
1.92881600e-05,-2.58593750e-02,2.30468750e-01,,1.92881600e-05,-3.43750007e-02
1.92884800e-05,-2.53125000e-02,2.59375000e-01,,1.92884800e-05,-7.96874985e-02
1.92888000e-05,-2.45312500e-02,2.56250000e-01,,1.92888000e-05,-1.00781247e-01
1.92891200e-05,-2.22656250e-02,2.39062500e-01,,1.92891200e-05,-1.07031249e-01
1.92894400e-05,-2.11718750e-02,2.42968750e-01,,1.92894400e-05,-8.82812515e-02
1.92897600e-05,-2.10937500e-02,2.60156250e-01,,1.92897600e-05,-5.39062507e-02
1.92900800e-05,-1.93750000e-02,2.68750000e-01,,1.92900800e-05,-5.54687493e-02
1.92904000e-05,-1.75781250e-02,2.71875000e-01,,1.92904000e-05,-7.42187500e-02
1.92907200e-05,-1.72656250e-02,2.61718750e-01,,1.92907200e-05,-7.42187500e-02
1.92910400e-05,-1.85937500e-02,2.32812500e-01,,1.92910400e-05,-6.95312470e-02
1.92913600e-05,-2.04687500e-02,2.36718750e-01,,1.92913600e-05,-5.85937500e-02
1.92916800e-05,-2.03125000e-02,2.97656250e-01,,1.92916800e-05,-3.67187485e-02
1.92920000e-05,-1.80468750e-02,3.62500000e-01,,1.92920000e-05,-7.03124981e-03
1.92923200e-05,-1.76562500e-02,3.94531250e-01,,1.92923200e-05,3.04687507e-02
1.92926400e-05,-1.96093750e-02,3.87500000e-01,,1.92926400e-05,3.35937515e-02
1.92929600e-05,-1.95312500e-02,3.53125000e-01,,1.92929600e-05,-3.12500005e-03
1.92932800e-05,-1.61718750e-02,3.10937500e-01,,1.92932800e-05,-4.53125015e-02
1.92936000e-05,-1.38281250e-02,2.93750000e-01,,1.92936000e-05,-7.10937530e-02
1.92939200e-05,-1.37500000e-02,3.21875000e-01,,1.92939200e-05,-5.39062507e-02
1.92942400e-05,-1.40625000e-02,3.57812500e-01,,1.92942400e-05,-1.56250002e-03
1.92945600e-05,-1.42187500e-02,3.57031250e-01,,1.92945600e-05,3.28124985e-02
1.92948800e-05,-1.45312500e-02,3.39062500e-01,,1.92948800e-05,2.81249993e-02
1.92952000e-05,-1.44531250e-02,3.28125000e-01,,1.92952000e-05,4.68750019e-03
1.92955200e-05,-1.28125000e-02,3.21093750e-01,,1.92955200e-05,-1.01562496e-02
1.92958400e-05,-1.05468750e-02,3.19531250e-01,,1.92958400e-05,-8.59375019e-03
1.92961600e-05,-1.10937500e-02,3.28906250e-01,,1.92961600e-05,7.81250012e-04
1.92964800e-05,-1.57031250e-02,3.42968750e-01,,1.92964800e-05,-8.59375019e-03
1.92968000e-05,-1.99218750e-02,3.43750000e-01,,1.92968000e-05,-3.04687507e-02
1.92971200e-05,-1.94531250e-02,3.25781250e-01,,1.92971200e-05,-2.81249993e-02
1.92974400e-05,-1.69531250e-02,3.08593750e-01,,1.92974400e-05,-2.34375000e-02
1.92977600e-05,-1.73437500e-02,2.98437500e-01,,1.92977600e-05,-5.15624993e-02
1.92980800e-05,-1.94531250e-02,2.91406250e-01,,1.92980800e-05,-8.04687515e-02
1.92984000e-05,-1.92187500e-02,2.90625000e-01,,1.92984000e-05,-8.51562470e-02
1.92987200e-05,-1.67187500e-02,3.02343750e-01,,1.92987200e-05,-9.14062485e-02
1.92990400e-05,-1.56250000e-02,3.29687500e-01,,1.92990400e-05,-9.21875015e-02
1.92993600e-05,-1.74218750e-02,3.49218750e-01,,1.92993600e-05,-7.34374970e-02
1.92996800e-05,-1.89062500e-02,3.43750000e-01,,1.92996800e-05,-4.92187515e-02
1.93000000e-05,-1.86718750e-02,3.30468750e-01,,1.93000000e-05,-3.04687507e-02
1.93003200e-05,-1.80468750e-02,3.17968750e-01,,1.93003200e-05,-5.07812500e-02
1.93006400e-05,-1.66406250e-02,3.12500000e-01,,1.93006400e-05,-9.76562500e-02
1.93009600e-05,-1.54687500e-02,3.11718750e-01,,1.93009600e-05,-1.00781247e-01
1.93012800e-05,-1.75000000e-02,3.06250000e-01,,1.93012800e-05,-5.93749993e-02
1.93016000e-05,-2.03906250e-02,3.09375000e-01,,1.93016000e-05,-3.28124985e-02
1.93019200e-05,-1.96093750e-02,3.23437500e-01,,1.93019200e-05,-4.84374985e-02
1.93022400e-05,-1.71875000e-02,3.29687500e-01,,1.93022400e-05,-6.01562485e-02
1.93025600e-05,-1.75781250e-02,3.08593750e-01,,1.93025600e-05,-2.50000004e-02
1.93028800e-05,-1.93750000e-02,2.67968750e-01,,1.93028800e-05,7.81250000e-03
1.93032000e-05,-1.92187500e-02,2.38281250e-01,,1.93032000e-05,-3.28124985e-02
1.93035200e-05,-1.75781250e-02,2.22656250e-01,,1.93035200e-05,-1.07812501e-01
1.93038400e-05,-1.79687500e-02,2.22656250e-01,,1.93038400e-05,-1.23437501e-01
1.93041600e-05,-2.03906250e-02,2.57812500e-01,,1.93041600e-05,-8.04687515e-02
1.93044800e-05,-2.00781250e-02,3.17187500e-01,,1.93044800e-05,-5.85937500e-02
1.93048000e-05,-1.63281250e-02,3.57031250e-01,,1.93048000e-05,-7.81250000e-02
1.93051200e-05,-1.49218750e-02,3.35937500e-01,,1.93051200e-05,-9.92187485e-02
1.93054400e-05,-1.63281250e-02,2.77343750e-01,,1.93054400e-05,-1.15625001e-01
1.93057600e-05,-1.67968750e-02,2.52343750e-01,,1.93057600e-05,-1.23437501e-01
1.93060800e-05,-1.63281250e-02,2.70312500e-01,,1.93060800e-05,-1.19531251e-01
1.93064000e-05,-1.62500000e-02,2.88281250e-01,,1.93064000e-05,-1.28124997e-01
1.93067200e-05,-1.67187500e-02,2.75000000e-01,,1.93067200e-05,-1.52343750e-01
1.93070400e-05,-1.81250000e-02,2.53906250e-01,,1.93070400e-05,-1.67968750e-01
1.93073600e-05,-1.96093750e-02,2.78125000e-01,,1.93073600e-05,-1.42968744e-01
1.93076800e-05,-2.02343750e-02,3.14843750e-01,,1.93076800e-05,-7.65625015e-02
1.93080000e-05,-2.06250000e-02,3.18750000e-01,,1.93080000e-05,-3.59374993e-02
1.93083200e-05,-2.10937500e-02,3.27343750e-01,,1.93083200e-05,-4.53125015e-02
1.93086400e-05,-2.15625000e-02,3.50781250e-01,,1.93086400e-05,-5.46875000e-02
1.93089600e-05,-2.04687500e-02,3.50781250e-01,,1.93089600e-05,-3.28124985e-02
1.93092800e-05,-1.67187500e-02,3.37500000e-01,,1.93092800e-05,-1.32812504e-02
1.93096000e-05,-1.36718750e-02,3.19531250e-01,,1.93096000e-05,-3.35937515e-02
1.93099200e-05,-1.44531250e-02,2.93750000e-01,,1.93099200e-05,-6.17187507e-02
1.93102400e-05,-1.71875000e-02,2.87500000e-01,,1.93102400e-05,-5.93749993e-02
1.93105600e-05,-1.92968750e-02,2.92187500e-01,,1.93105600e-05,-5.46875000e-02
1.93108800e-05,-2.03906250e-02,2.84375000e-01,,1.93108800e-05,-6.71875030e-02
1.93112000e-05,-1.85937500e-02,2.84375000e-01,,1.93112000e-05,-7.10937530e-02
1.93115200e-05,-1.50781250e-02,3.00781250e-01,,1.93115200e-05,-4.68750000e-02
1.93118400e-05,-1.50781250e-02,3.17187500e-01,,1.93118400e-05,-1.64062493e-02
1.93121600e-05,-1.89062500e-02,3.23437500e-01,,1.93121600e-05,-2.50000004e-02
1.93124800e-05,-2.28906250e-02,3.24218750e-01,,1.93124800e-05,-5.54687493e-02
1.93128000e-05,-2.41406250e-02,3.19531250e-01,,1.93128000e-05,-6.09375015e-02
1.93131200e-05,-2.17968750e-02,2.99218750e-01,,1.93131200e-05,-6.01562485e-02
1.93134400e-05,-1.90625000e-02,2.80468750e-01,,1.93134400e-05,-5.70312515e-02
1.93137600e-05,-1.85937500e-02,2.85156250e-01,,1.93137600e-05,-4.14062515e-02
1.93140800e-05,-1.82031250e-02,2.92187500e-01,,1.93140800e-05,-3.82812507e-02
1.93144000e-05,-1.71875000e-02,2.85937500e-01,,1.93144000e-05,-4.92187515e-02
1.93147200e-05,-1.68750000e-02,2.82031250e-01,,1.93147200e-05,-4.84374985e-02
1.93150400e-05,-1.72656250e-02,2.82031250e-01,,1.93150400e-05,-4.14062515e-02
1.93153600e-05,-1.78125000e-02,2.77343750e-01,,1.93153600e-05,-5.70312515e-02
1.93156800e-05,-1.85156250e-02,2.69531250e-01,,1.93156800e-05,-1.04687497e-01
1.93160000e-05,-1.77343750e-02,2.65625000e-01,,1.93160000e-05,-1.25781253e-01
1.93163200e-05,-1.62500000e-02,2.67968750e-01,,1.93163200e-05,-1.00000001e-01
1.93166400e-05,-1.78906250e-02,2.61718750e-01,,1.93166400e-05,-9.45312530e-02
1.93169600e-05,-2.21093750e-02,2.43750000e-01,,1.93169600e-05,-1.21875003e-01
1.93172800e-05,-2.35937500e-02,2.43750000e-01,,1.93172800e-05,-1.36718750e-01
1.93176000e-05,-2.11718750e-02,2.67187500e-01,,1.93176000e-05,-1.18749999e-01
1.93179200e-05,-1.89062500e-02,2.82812500e-01,,1.93179200e-05,-7.65625015e-02
1.93182400e-05,-1.87500000e-02,2.71093750e-01,,1.93182400e-05,-3.98437493e-02
1.93185600e-05,-1.78906250e-02,2.65625000e-01,,1.93185600e-05,-3.28124985e-02
1.93188800e-05,-1.57812500e-02,2.82031250e-01,,1.93188800e-05,-3.75000015e-02
1.93192000e-05,-1.52343750e-02,2.89062500e-01,,1.93192000e-05,-5.85937500e-02
1.93195200e-05,-1.53125000e-02,2.82812500e-01,,1.93195200e-05,-1.10156253e-01
1.93198400e-05,-1.31250000e-02,2.75781250e-01,,1.93198400e-05,-1.52343750e-01
1.93201600e-05,-1.17968750e-02,2.64062500e-01,,1.93201600e-05,-1.44531250e-01
1.93204800e-05,-1.32031250e-02,2.58593750e-01,,1.93204800e-05,-1.11718751e-01
1.93208000e-05,-1.43750000e-02,2.63281250e-01,,1.93208000e-05,-1.05468750e-01
1.93211200e-05,-1.53906250e-02,2.62500000e-01,,1.93211200e-05,-1.06250003e-01
1.93214400e-05,-1.66406250e-02,2.55468750e-01,,1.93214400e-05,-7.18749985e-02
1.93217600e-05,-1.78906250e-02,2.64843750e-01,,1.93217600e-05,-3.04687507e-02
1.93220800e-05,-1.99218750e-02,2.91406250e-01,,1.93220800e-05,-2.10937504e-02
1.93224000e-05,-2.17968750e-02,3.09375000e-01,,1.93224000e-05,-3.12500000e-02
1.93227200e-05,-2.22656250e-02,3.00000000e-01,,1.93227200e-05,-4.60937507e-02
1.93230400e-05,-2.32031250e-02,2.69531250e-01,,1.93230400e-05,-7.96874985e-02
1.93233600e-05,-2.50781250e-02,2.57812500e-01,,1.93233600e-05,-1.26562506e-01
1.93236800e-05,-2.45312500e-02,2.84375000e-01,,1.93236800e-05,-1.35937497e-01
1.93240000e-05,-2.10937500e-02,3.05468750e-01,,1.93240000e-05,-9.53124985e-02
1.93243200e-05,-1.83593750e-02,3.06250000e-01,,1.93243200e-05,-7.18749985e-02
1.93246400e-05,-1.66406250e-02,3.18750000e-01,,1.93246400e-05,-8.74999985e-02
1.93249600e-05,-1.49218750e-02,3.25781250e-01,,1.93249600e-05,-1.00000001e-01
1.93252800e-05,-1.50000000e-02,3.07031250e-01,,1.93252800e-05,-1.03124999e-01
1.93256000e-05,-1.75781250e-02,2.96093750e-01,,1.93256000e-05,-1.04687497e-01
1.93259200e-05,-1.97656250e-02,3.00781250e-01,,1.93259200e-05,-8.90624970e-02
1.93262400e-05,-2.00000000e-02,2.93750000e-01,,1.93262400e-05,-6.95312470e-02
1.93265600e-05,-1.92968750e-02,2.78125000e-01,,1.93265600e-05,-7.42187500e-02
1.93268800e-05,-1.91406250e-02,2.78125000e-01,,1.93268800e-05,-8.90624970e-02
1.93272000e-05,-1.99218750e-02,2.96093750e-01,,1.93272000e-05,-1.07812501e-01
1.93275200e-05,-2.14843750e-02,3.00000000e-01,,1.93275200e-05,-1.32812500e-01
1.93278400e-05,-2.25000000e-02,2.81250000e-01,,1.93278400e-05,-1.39843747e-01
1.93281600e-05,-2.28906250e-02,2.62500000e-01,,1.93281600e-05,-1.21093750e-01
1.93284800e-05,-2.34375000e-02,2.44531250e-01,,1.93284800e-05,-7.96874985e-02
1.93288000e-05,-2.26562500e-02,2.29687500e-01,,1.93288000e-05,-3.90625000e-02
1.93291200e-05,-2.02343750e-02,2.29687500e-01,,1.93291200e-05,-4.45312485e-02
1.93294400e-05,-1.80468750e-02,2.47656250e-01,,1.93294400e-05,-7.18749985e-02
1.93297600e-05,-1.57031250e-02,2.82812500e-01,,1.93297600e-05,-8.04687515e-02
1.93300800e-05,-1.20312500e-02,3.21875000e-01,,1.93300800e-05,-9.14062485e-02
1.93304000e-05,-1.03125000e-02,3.47656250e-01,,1.93304000e-05,-1.07812501e-01
1.93307200e-05,-1.32031250e-02,3.51562500e-01,,1.93307200e-05,-1.11718751e-01
1.93310400e-05,-1.66406250e-02,3.19531250e-01,,1.93310400e-05,-1.10156253e-01
1.93313600e-05,-1.68750000e-02,2.61718750e-01,,1.93313600e-05,-8.98437500e-02
1.93316800e-05,-1.47656250e-02,2.17968750e-01,,1.93316800e-05,-5.00000007e-02
1.93320000e-05,-1.32031250e-02,2.17187500e-01,,1.93320000e-05,-2.34375000e-02
1.93323200e-05,-1.44531250e-02,2.46093750e-01,,1.93323200e-05,-1.40624996e-02
1.93326400e-05,-1.67968750e-02,2.64062500e-01,,1.93326400e-05,-1.09374998e-02
1.93329600e-05,-1.82812500e-02,2.78125000e-01,,1.93329600e-05,-7.03124981e-03
1.93332800e-05,-1.95312500e-02,2.91406250e-01,,1.93332800e-05,-7.81250012e-04
1.93336000e-05,-2.03125000e-02,2.85937500e-01,,1.93336000e-05,-2.42187493e-02
1.93339200e-05,-2.03125000e-02,2.90625000e-01,,1.93339200e-05,-7.03125000e-02
1.93342400e-05,-1.94531250e-02,3.25000000e-01,,1.93342400e-05,-7.42187500e-02
1.93345600e-05,-1.75000000e-02,3.62500000e-01,,1.93345600e-05,-3.82812507e-02
1.93348800e-05,-1.42968750e-02,3.82031250e-01,,1.93348800e-05,-4.68750000e-02
1.93352000e-05,-1.01562500e-02,3.71875000e-01,,1.93352000e-05,-1.24218747e-01
1.93355200e-05,-7.57812500e-03,3.39062500e-01,,1.93355200e-05,-1.78124994e-01
1.93358400e-05,-9.21875000e-03,3.07031250e-01,,1.93358400e-05,-1.50000006e-01
1.93361600e-05,-1.21875000e-02,2.83593750e-01,,1.93361600e-05,-9.60937515e-02
1.93364800e-05,-1.26562500e-02,2.66406250e-01,,1.93364800e-05,-7.03125000e-02
1.93368000e-05,-1.20312500e-02,2.58593750e-01,,1.93368000e-05,-5.85937500e-02
1.93371200e-05,-1.32812500e-02,2.63281250e-01,,1.93371200e-05,-6.01562485e-02
1.93374400e-05,-1.47656250e-02,2.78906250e-01,,1.93374400e-05,-7.65625015e-02
1.93377600e-05,-1.39062500e-02,2.83593750e-01,,1.93377600e-05,-8.74999985e-02
1.93380800e-05,-1.23437500e-02,2.73437500e-01,,1.93380800e-05,-9.92187485e-02
1.93384000e-05,-1.28906250e-02,2.64843750e-01,,1.93384000e-05,-1.22656249e-01
1.93387200e-05,-1.53125000e-02,2.72656250e-01,,1.93387200e-05,-1.39062494e-01
1.93390400e-05,-1.79687500e-02,2.99218750e-01,,1.93390400e-05,-1.35156244e-01
1.93393600e-05,-1.96093750e-02,3.14843750e-01,,1.93393600e-05,-1.27343744e-01
1.93396800e-05,-1.81250000e-02,3.01562500e-01,,1.93396800e-05,-1.20312497e-01
1.93400000e-05,-1.40625000e-02,2.70312500e-01,,1.93400000e-05,-1.03906251e-01
1.93403200e-05,-1.12500000e-02,2.44531250e-01,,1.93403200e-05,-9.37500000e-02
1.93406400e-05,-1.07031250e-02,2.47656250e-01,,1.93406400e-05,-9.92187485e-02
1.93409600e-05,-1.14062500e-02,2.65625000e-01,,1.93409600e-05,-1.11718751e-01
1.93412800e-05,-1.22656250e-02,2.61718750e-01,,1.93412800e-05,-1.19531251e-01
1.93416000e-05,-1.33593750e-02,2.42968750e-01,,1.93416000e-05,-1.26562506e-01
1.93419200e-05,-1.46093750e-02,2.33593750e-01,,1.93419200e-05,-1.26562506e-01
1.93422400e-05,-1.44531250e-02,2.34375000e-01,,1.93422400e-05,-1.00781247e-01
1.93425600e-05,-1.38281250e-02,2.35937500e-01,,1.93425600e-05,-8.28125030e-02
1.93428800e-05,-1.45312500e-02,2.38281250e-01,,1.93428800e-05,-1.07812501e-01
1.93432000e-05,-1.57031250e-02,2.61718750e-01,,1.93432000e-05,-1.29687503e-01
1.93435200e-05,-1.53906250e-02,2.84375000e-01,,1.93435200e-05,-1.00781247e-01
1.93438400e-05,-1.37500000e-02,2.66406250e-01,,1.93438400e-05,-6.71875030e-02
1.93441600e-05,-1.28906250e-02,2.55468750e-01,,1.93441600e-05,-9.84375030e-02
1.93444800e-05,-1.28906250e-02,2.89062500e-01,,1.93444800e-05,-1.52343750e-01
1.93448000e-05,-1.14062500e-02,3.11718750e-01,,1.93448000e-05,-1.61718756e-01
1.93451200e-05,-9.53125000e-03,2.96875000e-01,,1.93451200e-05,-1.48437500e-01
1.93454400e-05,-1.00000000e-02,2.85156250e-01,,1.93454400e-05,-1.47656247e-01
1.93457600e-05,-1.20312500e-02,2.92187500e-01,,1.93457600e-05,-1.19531251e-01
1.93460800e-05,-1.41406250e-02,3.01562500e-01,,1.93460800e-05,-5.85937500e-02
1.93464000e-05,-1.67187500e-02,2.91406250e-01,,1.93464000e-05,-3.20312493e-02
1.93467200e-05,-1.89843750e-02,2.64843750e-01,,1.93467200e-05,-5.93749993e-02
1.93470400e-05,-1.91406250e-02,2.56250000e-01,,1.93470400e-05,-8.74999985e-02
1.93473600e-05,-1.68750000e-02,2.71093750e-01,,1.93473600e-05,-7.03125000e-02
1.93476800e-05,-1.32812500e-02,2.71875000e-01,,1.93476800e-05,-2.81249993e-02
1.93480000e-05,-1.12500000e-02,2.63281250e-01,,1.93480000e-05,-2.81249993e-02
1.93483200e-05,-1.26562500e-02,2.72656250e-01,,1.93483200e-05,-7.10937530e-02
1.93486400e-05,-1.59375000e-02,2.83593750e-01,,1.93486400e-05,-7.89062530e-02
1.93489600e-05,-1.84375000e-02,2.75000000e-01,,1.93489600e-05,-5.54687493e-02
1.93492800e-05,-1.90625000e-02,2.66406250e-01,,1.93492800e-05,-6.87500015e-02
1.93496000e-05,-1.84375000e-02,2.68750000e-01,,1.93496000e-05,-9.45312530e-02
1.93499200e-05,-1.71875000e-02,2.71093750e-01,,1.93499200e-05,-8.12499970e-02
1.93502400e-05,-1.53125000e-02,2.71875000e-01,,1.93502400e-05,-5.85937500e-02
1.93505600e-05,-1.24218750e-02,2.81250000e-01,,1.93505600e-05,-5.39062507e-02
1.93508800e-05,-1.02343750e-02,2.92968750e-01,,1.93508800e-05,-5.23437485e-02
1.93512000e-05,-9.92187500e-03,2.83593750e-01,,1.93512000e-05,-6.17187507e-02
1.93515200e-05,-9.29687500e-03,2.54687500e-01,,1.93515200e-05,-1.04687497e-01
1.93518400e-05,-8.67187500e-03,2.36718750e-01,,1.93518400e-05,-1.47656247e-01
1.93521600e-05,-1.04687500e-02,2.50000000e-01,,1.93521600e-05,-1.38281256e-01
1.93524800e-05,-1.32812500e-02,2.62500000e-01,,1.93524800e-05,-9.68749970e-02
1.93528000e-05,-1.48437500e-02,2.49218750e-01,,1.93528000e-05,-8.51562470e-02
1.93531200e-05,-1.51562500e-02,2.35937500e-01,,1.93531200e-05,-1.06250003e-01
1.93534400e-05,-1.41406250e-02,2.40625000e-01,,1.93534400e-05,-1.00781247e-01
1.93537600e-05,-1.19531250e-02,2.45312500e-01,,1.93537600e-05,-5.70312515e-02
1.93540800e-05,-1.15625000e-02,2.42187500e-01,,1.93540800e-05,-3.20312493e-02
1.93544000e-05,-1.23437500e-02,2.42968750e-01,,1.93544000e-05,-5.39062507e-02
1.93547200e-05,-1.15625000e-02,2.54687500e-01,,1.93547200e-05,-8.28125030e-02
1.93550400e-05,-1.07031250e-02,2.75000000e-01,,1.93550400e-05,-9.60937515e-02
1.93553600e-05,-1.12500000e-02,2.92187500e-01,,1.93553600e-05,-9.21875015e-02
1.93556800e-05,-1.17187500e-02,2.85156250e-01,,1.93556800e-05,-7.26562515e-02
1.93560000e-05,-1.18750000e-02,2.57812500e-01,,1.93560000e-05,-5.62499985e-02
1.93563200e-05,-1.28906250e-02,2.33593750e-01,,1.93563200e-05,-6.17187507e-02
1.93566400e-05,-1.46093750e-02,2.38281250e-01,,1.93566400e-05,-1.00781247e-01
1.93569600e-05,-1.62500000e-02,2.65625000e-01,,1.93569600e-05,-1.33593753e-01
1.93572800e-05,-1.72656250e-02,2.78906250e-01,,1.93572800e-05,-1.20312497e-01
1.93576000e-05,-1.80468750e-02,2.69531250e-01,,1.93576000e-05,-1.08593747e-01
1.93579200e-05,-1.93750000e-02,2.61718750e-01,,1.93579200e-05,-1.18749999e-01
1.93582400e-05,-1.95312500e-02,2.57812500e-01,,1.93582400e-05,-1.21875003e-01
1.93585600e-05,-1.81250000e-02,2.50000000e-01,,1.93585600e-05,-1.14062503e-01
1.93588800e-05,-1.82031250e-02,2.39843750e-01,,1.93588800e-05,-7.65625015e-02
1.93592000e-05,-1.86718750e-02,2.35937500e-01,,1.93592000e-05,-2.65625007e-02
1.93595200e-05,-1.72656250e-02,2.46875000e-01,,1.93595200e-05,-2.50000004e-02
1.93598400e-05,-1.54687500e-02,2.66406250e-01,,1.93598400e-05,-6.48437515e-02
1.93601600e-05,-1.47656250e-02,2.79687500e-01,,1.93601600e-05,-1.08593747e-01
1.93604800e-05,-1.48437500e-02,2.80468750e-01,,1.93604800e-05,-1.23437501e-01
1.93608000e-05,-1.51562500e-02,2.82031250e-01,,1.93608000e-05,-9.92187485e-02
1.93611200e-05,-1.55468750e-02,2.82031250e-01,,1.93611200e-05,-5.70312515e-02
1.93614400e-05,-1.62500000e-02,2.72656250e-01,,1.93614400e-05,-1.48437498e-02
1.93617600e-05,-1.55468750e-02,2.65625000e-01,,1.93617600e-05,-1.32812504e-02
1.93620800e-05,-1.32812500e-02,2.67968750e-01,,1.93620800e-05,-5.39062507e-02
1.93624000e-05,-1.07812500e-02,2.80468750e-01,,1.93624000e-05,-8.20312500e-02
1.93627200e-05,-8.51562500e-03,2.98437500e-01,,1.93627200e-05,-6.71875030e-02
1.93630400e-05,-8.67187500e-03,3.04687500e-01,,1.93630400e-05,-3.82812507e-02
1.93633600e-05,-1.19531250e-02,2.85937500e-01,,1.93633600e-05,-3.59374993e-02
1.93636800e-05,-1.40625000e-02,2.60937500e-01,,1.93636800e-05,-6.32812530e-02
1.93640000e-05,-1.26562500e-02,2.50781250e-01,,1.93640000e-05,-9.14062485e-02
1.93643200e-05,-1.17187500e-02,2.57031250e-01,,1.93643200e-05,-9.29687470e-02
1.93646400e-05,-1.27343750e-02,2.70312500e-01,,1.93646400e-05,-8.74999985e-02
1.93649600e-05,-1.32031250e-02,2.78906250e-01,,1.93649600e-05,-9.84375030e-02
1.93652800e-05,-1.21093750e-02,2.88281250e-01,,1.93652800e-05,-1.04687497e-01
1.93656000e-05,-9.53125000e-03,2.94531250e-01,,1.93656000e-05,-9.45312530e-02
1.93659200e-05,-7.03125000e-03,2.85937500e-01,,1.93659200e-05,-8.12499970e-02
1.93662400e-05,-6.40625000e-03,2.71093750e-01,,1.93662400e-05,-6.40624985e-02
1.93665600e-05,-7.81250000e-03,2.59375000e-01,,1.93665600e-05,-3.67187485e-02
1.93668800e-05,-1.05468750e-02,2.46093750e-01,,1.93668800e-05,-1.71875004e-02
1.93672000e-05,-1.22656250e-02,2.39843750e-01,,1.93672000e-05,-2.34375000e-02
1.93675200e-05,-1.21093750e-02,2.49218750e-01,,1.93675200e-05,-4.14062515e-02
1.93678400e-05,-1.21093750e-02,2.68750000e-01,,1.93678400e-05,-6.48437515e-02
1.93681600e-05,-1.38281250e-02,2.77343750e-01,,1.93681600e-05,-1.09375000e-01
1.93684800e-05,-1.57812500e-02,2.67187500e-01,,1.93684800e-05,-1.55468747e-01
1.93688000e-05,-1.46875000e-02,2.53906250e-01,,1.93688000e-05,-1.42187506e-01
1.93691200e-05,-1.09375000e-02,2.55468750e-01,,1.93691200e-05,-7.57812485e-02
1.93694400e-05,-8.75000000e-03,2.75781250e-01,,1.93694400e-05,-2.96874996e-02
1.93697600e-05,-9.14062500e-03,2.92187500e-01,,1.93697600e-05,-2.65625007e-02
1.93700800e-05,-9.60937500e-03,2.64062500e-01,,1.93700800e-05,-4.21875007e-02
1.93704000e-05,-9.92187500e-03,2.14843750e-01,,1.93704000e-05,-5.46875000e-02
1.93707200e-05,-1.01562500e-02,2.19531250e-01,,1.93707200e-05,-6.09375015e-02
1.93710400e-05,-9.21875000e-03,2.72656250e-01,,1.93710400e-05,-8.04687515e-02
1.93713600e-05,-8.59375000e-03,3.03906250e-01,,1.93713600e-05,-1.10937499e-01
1.93716800e-05,-1.06250000e-02,2.79687500e-01,,1.93716800e-05,-1.06250003e-01
1.93720000e-05,-1.35937500e-02,2.29687500e-01,,1.93720000e-05,-7.18749985e-02
1.93723200e-05,-1.43750000e-02,2.13281250e-01,,1.93723200e-05,-6.01562485e-02
1.93726400e-05,-1.31250000e-02,2.36718750e-01,,1.93726400e-05,-6.87500015e-02
1.93729600e-05,-1.27343750e-02,2.65625000e-01,,1.93729600e-05,-6.71875030e-02
1.93732800e-05,-1.24218750e-02,2.76562500e-01,,1.93732800e-05,-6.95312470e-02
1.93736000e-05,-1.12500000e-02,2.64062500e-01,,1.93736000e-05,-8.98437500e-02
1.93739200e-05,-1.14843750e-02,2.58593750e-01,,1.93739200e-05,-1.10156253e-01
1.93742400e-05,-1.25000000e-02,2.87500000e-01,,1.93742400e-05,-1.03906251e-01
1.93745600e-05,-1.32812500e-02,3.16406250e-01,,1.93745600e-05,-6.09375015e-02
1.93748800e-05,-1.46875000e-02,3.19531250e-01,,1.93748800e-05,-1.01562496e-02
1.93752000e-05,-1.46093750e-02,3.07031250e-01,,1.93752000e-05,2.34375009e-03
1.93755200e-05,-1.14843750e-02,3.05468750e-01,,1.93755200e-05,-2.89062504e-02
1.93758400e-05,-7.73437500e-03,3.38281250e-01,,1.93758400e-05,-6.95312470e-02
1.93761600e-05,-6.32812500e-03,3.78125000e-01,,1.93761600e-05,-9.76562500e-02
